,storeId,url,additionalAttributes,breadcrumbs,id,predicted_lables
3352,,,,target > back to college > college bedding > college sheets & pillowcases,25769805553,rest
3353,,,,home & kitchen > bath > bathroom accessories > shower curtains hooks & liners > shower curtains,25769805554,rest
3355,24,https://www.amazon.com/dp/B00406AHYY?psc=1,"Original Release Date=August 20, 2010;Duration=5;Genres=Alternative Rock > Indie & Lo-Fi;Copyright=Copyright 2010 Asthmatic Kitty;Average Customer Review=Be the first to review this item;Label=Asthmatic Kitty;Release Date=August 23, 2010;ASIN=B00406AHYY;Amazon Best Sellers Rank=#1,524,734 Paid in Songs See Top 100 Paid in Songs #122743 in Digital Music > Songs > Alternative Rock",digital music > songs > alternative rock,25769805556,music
3358,,,,clothing & shoe store > women's clothing store > plus sizes > dresses,25769805559,rest
3359,,,,clothing shoes & jewelry > men > accessories > sunglasses & eyewear accessories > replacement sunglass lenses,25769805560,rest
3360,24,http://www.amazon.com/dp/B004OEIDC0?psc=1,"X-Ray=Not Enabled;Enhanced Typesetting=Enabled;Word Wise=Enabled;Language=English;Publication Date=February 28, 2011;Print Length=224 pages;Text-to-Speech=Enabled;File Size=488 KB;Lending=Not Enabled;ASIN=B004OEIDC0;Publisher=Transworld Digital; New edition edition February 28, 2011;Amazon Best Sellers Rank=#1,022,234 Paid in Kindle Store See Top 100 Paid in Kindle Store #18687 in Kindle Store > Kindle eBooks > Literature & Fiction > Contemporary Fiction > Literary #32964 in Kindle Store > Kindle eBooks > Literature & Fiction > Literary Fiction #57631 in Books > Literature & Fiction > Contemporary",books > literature & fiction > contemporary > kindle store > kindle ebooks > literature & fiction > contemporary fiction > literary,25769805561,books
3361,,,,electronics > accessories & supplies > mounts > computer & monitor mounts,25769805562,rest
3362,,,,home goods > home decor store > window treatments > curtain tiers,25769805563,rest
3365,,,,cell phones & accessories > accessories > batteries & battery packs > portable power banks,25769805566,rest
3368,24,http://www.amazon.com/dp/1558218920?psc=1,"Series=Science Times;ISBN-13=978-1558218925;Product Dimensions=9.5 x 7.3 x 1 inches;Language=English;Average Customer Review=Be the first to review this item;ISBN-10=1558218920;Hardcover=292 pages;Shipping Weight=1.5 pounds View shipping rates and policies;Publisher=Lyons Press; 1st edition August 1, 1999;Amazon Best Sellers Rank=#3,933,669 in Books See Top 100 in Books #148 in Books > Science & Math > Nature & Ecology > Field Guides > Mammals #1379 in Books > Science & Math > Biological Sciences > Zoology > Mammals #3113 in Books > Science & Math > Nature & Ecology > Reference",books > science & math > nature & ecology > field guides > mammals,25769805569,books
3370,,,,clothing & shoe store > children's clothing > boys' clothing > boys' shirts,25769805571,rest
3371,23,https://www.walmart.com/ip/CatDog-Season-2-Part-2-Full-Frame/21568825,Duration=240;Original Languages=English;Series Title=CatDog;Release Date=09/25/2012,movies & tv > tv shows > anime & animation > cartoons,25769805572,videos
3372,,,,target > clearance > clothing & accessories > boys' clothing,25769805573,rest
3373,,,,tools & home improvement > kitchen & bath fixtures > bathroom fixtures > bathroom sink faucets > touch on faucets,25769805574,rest
3375,,,,patio lawn & garden > patio furniture & accessories > patio furniture covers > sofa covers,25769805576,rest
3376,,,,home goods > kitchen & dining > glasses & barware > wine glasses,25769805577,rest
3377,6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=21659666183&searchurl=isbn%3D0394572343%26sortby%3D17,"Book Condition=GOOD;Binding=Hardcover;Title=Breathing Lessons;Publisher=Alfred A. Knopf, Inc.",anne tyler,25769805578,books
3379,,,, compras en l?nea  >  ropa y calzado  >  ropa de mujer  >  ropa de casa  >  shorts sueltos ,25769805580,rest
3380,,,,best buy > home > outdoor living > outdoor lighting,25769805581,rest
3382,,,,home & kitchen > kitchen & dining > small appliance parts & accessories > microwave oven parts & accessories > microwave oven replacement parts,25769805583,rest
3383,,,,sports & outdoors > sports fan shop > for the home fan shop > bedding fan shop,25769805584,rest
3385,,,,best buy > cell phones > all cell phones with plans,25769805586,rest
3388,,,, clothing  >  intimates & sleepwear  >  bras  >  full figure bras ,25769805589,rest
3389,,,,health > medicine cabinet > digestion & nausea,25769805590,rest
3390,24,http://www.amazon.com/dp/0295985461?psc=1,"Series=Emil and Kathleen Sick Lecture Book Series;ISBN-13=978-0295985466;Product Dimensions=5.5 x 0.6 x 8.5 inches;Language=English;Average Customer Review=4.4 out of 5 stars See all reviews 3 customer reviews;ISBN-10=0295985461;Shipping Weight=11.2 ounces View shipping rates and policies;Publisher=University of Washington Press November 22, 2005;Amazon Best Sellers Rank=#1,409,290 in Books See Top 100 in Books #3245 in Books > Politics & Social Sciences > Social Sciences > Specific Demographics > Native American Studies #4847 in Books > History > Americas > Native American #7370 in Books > Science & Math > Nature & Ecology > Conservation;Paperback=272 pages",books > politics & social sciences > social sciences > specific demographics > native american studies,25769805591,books
3391,,,,home goods > home decor store > decorative accessories > artificial plants,25769805592,rest
3395,,,,electronics > surveillance equipment,25769805596,rest
3398,,,,online shopping >  clothing & shoes >  shoes >  women's shoes >  wedges,25769805599,rest
3399,6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=18255011916&searchurl=isbn%3D0500016755%26sortby%3D17,Title=The Splendor of Islamic Calligraphy;Binding=Hardcover;Book Type=book;Publication Date=1996;Book Condition=New;Publisher=Thames &amp; Hudson,"home > khatibi, abdelkebir; sijelmassi, mohammed",25769805600,books
3401,,,,home improvement > welding and soldering > welding parts and accessories ,25769805602,rest
3402,,,,target > electronics > tablets & e-readers > ipad,25769805603,rest
3405,,,,target > clothing > men's clothing > activewear > bottoms,25769805606,rest
3406,,,,home page > electronics > computers > networking > network attached storage,25769805607,rest
3411,,,, clothing  >  baby & toddler  >  baby clothing ,25769805612,rest
3414,,,, online shopping  >  jewelry & watches  >  jewelry  >  sterling silver jewelry  >  rings  >  gemstone rings ,25769805615,rest
3416,,,,cell phones & accessories > accessories > signal boosters,25769805617,rest
3417,,,,target > clearance > clothing & accessories clearance > women's clothing clearance > sleepwear clearance,25769805618,rest
3418,,,,jewelry > fashion jewelry > fashion pendants & necklaces,25769805619,rest
3420,23,https://www.walmart.com/ip/14653227,"Duration=90;Original Languages=English;Condition=New;Record Label=Team Marketing;Release Date=11/26/2002;Color=Other;Actors=Samuel L. Jackson, Howard E. Rollins, Jr., Franklyn Seales, Alfre Woodard",movies & tv > tv shows > drama,25769805621,videos
3421,,,,beauty & personal care > makeup > lips > lipstick,25769805622,rest
3423,,,,auto & tires > automotive tools & equipment > automotive electrical,25769805624,rest
3425,,,,home & kitchen > home dÌ©cor > mirrors > wall-mounted mirrors,25769805626,rest
3426,,,,target > holiday shop > halloween > kids' halloween costumes,25769805627,rest
3428,24,http://www.amazon.com/dp/0415437326?psc=1,"Series=Routledge Studies in Middle Eastern Literatures Book 20;ISBN-13=978-0415437325;Product Dimensions=6.1 x 0.6 x 9.2 inches;Language=English;Average Customer Review=Be the first to review this item;ISBN-10=0415437326;Hardcover=224 pages;Shipping Weight=1 pounds View shipping rates and policies;Publisher=Routledge; 1 edition December 25, 2007;Amazon Best Sellers Rank=#8,300,609 in Books See Top 100 in Books #1151 in Books > Literature & Fiction > History & Criticism > Regional & Cultural > Middle Eastern #1590 in Books > Literature & Fiction > History & Criticism > Regional & Cultural > Jewish #1737 in Books > Textbooks > Humanities > Literature > World Literature > African & Middle Eastern",books > literature & fiction > history & criticism > regional & cultural > middle eastern,25769805629,books
3431,,,, sports & toys  >  sports & fitness  >  skating & scooters  >  protective gear ,25769805632,rest
3433,,,, online shopping  >  clothing & shoes  >  men's clothing  >  suits & suit separates  >  suits ,25769805634,rest
3434,,,,electronics > computers & accessories > computer accessories & peripherals > cables & interconnects > usb cables,25769805635,rest
3436,,,,health & beauty store > beauty products > perfumes & fragrances > men's fragrances,25769805637,rest
3437,22,https://www.target.com/p/luther-dickinson-blues-ballads-a-folksinger-s-songbook-vols-1-2-cd/-/A-50665010,"Store Item Number (DPCI)=244-17-4251;Pop Musical Style=Modern Acoustic Blues, Country Gospel, Contemporary Singer/Songwriter, Contemporary Folk, Electric Country Blues, Acoustic Blues;Record label=New west,Ada;UPC=607396634620;Street Date=February 5, 2016;Software Format=CD;Pop Music Genre=Folk, Blues, Rock, Blues, Religious;Pop Sub-Genre=Traditional Gospel, CCM/Contemporary Gospel, Electric Blues, Traditional Country, Contemporary Folk, Country Blues;Artist=Luther dickinson;TCIN=50665010","target > movies, music & books > music > blues",25769805638,music
3438,,,,best buy > office > telephones & communication > cordless telephones,25769805639,rest
3440,,,,target > holiday shop > halloween > halloween costume accessories,25769805641,rest
3442,,,,best buy > car electronics & gps > gps navigation & accessories > gps maps > marine maps,25769805643,rest
3445,,,,target > home > home decor > rugs > accent rugs,25769805646,rest
3447,,,,electronics > computers > desktop computers > all desktop computers,25769805648,rest
3449,,,,main street revolution > jewelry & watches > jewelry > rings,25769805650,rest
3452,,,, online shopping  >  home & garden  >  art gallery  >  cityscapes  >  canvas ,25769805653,rest
3453,,,, online shopping  >  jewelry & watches  >  jewelry  >  sterling silver jewelry  >  men's jewelry  >  men's bracelets ,25769805654,rest
3455,,,,"cameras & camcorders > camera & camcorder accessories > bags, cases & straps > bags & cases > dslr camera bags",25769805656,rest
3458,22,http://www.target.com/p/forty-beads-paperback/-/A-13297453,"Store Item Number (DPCI)=248-61-6627;Origin=Made in the USA or Imported;ISBN=9780762439287;Language=english;TCIN=13297453;Genre=Social Science, Family + Relationships, Self Improvement, Psychology;Sub-Genre=Sociology / Marriage + Family, Human Sexuality, Sexual Instruction, Sexuality, Marriage;Book format=paperback","target > movies, music & books > books > health & fitness",25769805659,books
3461,,,,"home improvement > heating, cooling, & air quality > air quality > air purifiers",25769805662,rest
3462,,,,sports & outdoors > fan shop > clothing > polo shirts,25769805663,rest
3463,,,, online shopping  >  baby  >  bath & skin care  >  baby skin care ,25769805664,rest
3466,,,,electronics > computers & accessories > computer accessories & peripherals > memory card accessories > memory card readers,25769805667,rest
3468,,,, home & garden  >  kitchen & dining  >  glasses & barware  >  cooler & ice buckets ,25769805669,rest
3469,,,,beauty & personal care > hair care > hair coloring products > hair color,25769805670,rest
3471,,,,home & kitchen > kitchen & dining > small appliances > steamers,25769805672,rest
3472,,,,automotive > replacement parts > body & trim > body > automotive glass > windows,25769805673,rest
3474,,,,clothing shoes & jewelry > costumes & accessories > kids & baby > girls > costumes,25769805675,rest
3475,,,,jewelry & watches > jewelry > necklaces > cubic zirconia necklaces,25769805676,rest
3479,,,,best buy > cell phones > unlocked cell phones > all unlocked cell phones,25769805680,rest
3482,,,, clothing  >  baby & toddler  >  baby & toddler bodysuits ,25769805683,rest
3483,,,,health > vitamins & supplements > vitamins,25769805684,rest
3484,,,, clothing  >  men  >  men's tops & t-shirts  >  men's t-shirts & tank tops ,25769805685,rest
3492,26,https://www.overstock.com/Books-Movies-Music-Games/Handbook-of-Research-on-Management-of-Cultural-Products-E-Relationship-Marketing-and-Accessibility-Perspectives-Hardcover/8420567/product.html,"Format=Hardcover;Copyright Year=2014;Series Name=Advances in Marketing, Customer Relationship Management, and E-services Book;Publisher Date=2014-01-31 00:00:00.0;Pages=486;Subtitle=E-Relationship Marketing and Accessibility Perspectives;Audience=College/higher education;Thickness=1.25 in;Language=English;Height=11.25 in;Unit weight=3.3 lb;Wdth=8.75 in;Publisher=Business Science Reference;Country of Origin=United States;Genre=BUSINESS & ECONOMICS / Customer Relations",books & media > books > business & money books > management,25769805693,books
3494,,,, online shopping  >  home & garden  >  garden & patio  >  patio furniture  >  sofas chairs & sectionals ,25769805695,rest
3495,,,, clothing  >  men  >  men's bottoms  >  men's jeans ,25769805696,rest
3496,24,http://www.amazon.com/dp/B002B24PSS?psc=1,"Original Release Date=May 25, 2009;Duration=4;Genres=International > Latin MusicLatin Music > Latin PopPop;Copyright=P 2009 Sony Music Entertainment Netherlands B.V.;Average Customer Review=Be the first to review this item;Label=RCA Records Label;Release Date=June 2, 2009;ASIN=B002B24PSS;Amazon Best Sellers Rank=#6,765,332 Paid in Songs See Top 100 Paid in Songs #34299 in Digital Music > Songs > Latin Music > Latin Pop #1028154 in Digital Music > Songs > Pop",digital music > songs > latin music > latin pop,25769805697,music
3497,,,,home & kitchen > kitchen & dining > storage & organization > travel & to-go food containers > thermocoolers,25769805698,rest
3499,,,,home & kitchen > kitchen & dining > wine accessories,25769805700,rest
3500,,,,beauty > makeup > body makeup,25769805701,rest
3501,,,,home & kitchen > furniture > home office furniture > home office desks,25769805702,rest
3502,,,, online shopping  >  clothing & shoes  >  men's activewear  >  athletic clothing  >  shirts ,25769805703,rest
3503,,,, party & occasions  >  crafts  >  needlecrafts ,25769805704,rest
3506,,,,clothing shoes & jewelry > baby > baby boys > clothing > tops > polos,25769805707,rest
3508,6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=19861471807&searchurl=isbn%3D0312268130%26sortby%3D17,Book Condition=Brand New;Title=Off Balance,home > mary sheepshanks,25769805709,books
3509,,,,best buy > computers & tablets > computer accessories & peripherals > mice & keyboards > keyboard protection & covers,25769805710,rest
3512,,,,clothing > industrial workwear > professional uniforms,25769805713,rest
3513,,,,clothing > men > men's activewear,25769805714,rest
3516,,,,electronics store > computer hardware & software > computer cards & components > pc memory,42949672961,rest
3517,,,, online shopping  >  clothing & shoes  >  shoes  >  women's shoes  >  flats ,42949672962,rest
3518,,,,toys & games > dress up & pretend play > costumes,42949672963,rest
3519,,,,pc,42949672964,books
3521,,,, clothing & shoes  >  accessories  >  scarves & wraps  >  scarves ,42949672966,rest
3522,,,,best buy > audio > home audio > cd players & turntables > turntables & accessories,42949672967,rest
3524,24,https://www.amazon.com/dp/B0725MZVZV?psc=1,"author=Visit Amazon's E. M. Forster Pagesearch resultsLearn about Author CentralE. M. Forster;X-Ray=Not Enabled;edition=Kindle;Enhanced Typesetting=Enabled;Word Wise=Enabled;Language=English;Publication Date=May 13, 2017;Sold by=Amazon Digital Services LLC;Print Length=336 pages;Screen Reader=Supported;Text-to-Speech=Enabled;File Size=844 KB;Lending=Not Enabled;ASIN=B0725MZVZV;Simultaneous Device Usage=Unlimited;Amazon Best Sellers Rank=#179,822 Paid in Kindle Store See Top 100 Paid in Kindle Store #2826 in Kindle Store > Kindle eBooks > Literature & Fiction > Classics #7794 in Books > Literature & Fiction > Classics #23487 in Kindle Store > Kindle eBooks > Literature & Fiction > Contemporary Fiction",kindle store > kindle ebooks > literature & fiction > classics,42949672969,books
3527,,,,home goods > home decor store > decorative accessories > message & bulletin boards,42949672972,rest
3528,23,http://www.walmart.com/ip/10750937,"Rating=Not Rated;Format=DVD;Audio Tracks=AC, Dolby Digital;DVD Release Date=07/17/2007;Language=English;Studio Name=Team Marketing;Run Time (in minutes)=170 minutes",movies & tv > tv shows > science & technology,42949672973,videos
3529,,,,automotive > replacement parts > filters > fuel filters,42949672974,rest
3530,,,,clothing & shoe store > women's clothing store > dresses > party dresses,42949672975,rest
3533,,,, online shopping  >  home & garden  >  art gallery  >  claude monet  >  canvas ,42949672978,rest
3534,,,,clothing & shoe store > men's clothing store > sportcoats & blazers > blazers,42949672979,rest
3536,24,http://www.amazon.com/dp/B009CW16VY?psc=1,"8=The More I Seek You The More I Seek You;4=46;Original Release Date=October 5, 2012;Total Length=51;9=How Could I Withhold My Heart? How Could I Withhold My Heart?;Genres=Christian;5=Make Me a Child Make Me a Child;10=Can a Nation Be Changed? Can a Nation Be Changed?;edition=MP3;Copyright=ãÑ 2012 Capitol Christian Music Group. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Christian Music Group, å© 2012 BEC Recordings;6=16;1=The Love of God The Love of God;Average Customer Review=5.0 out of 5 stars 6 customer reviews;Label=Brandon Ebel Company BEC;2=49;Release Date=October 9, 2012;ASIN=B009CW16VY;7=Harp in My Heart Harp in My Heart;3=37;Amazon Best Sellers Rank=#166,228 Paid in Albums See Top 100 Paid in Albums #9367 in Digital Music > Albums > Christian",digital music > albums > christian,42949672981,music
3537,,,,clothing shoes & jewelry > women > clothing > dresses > casual,42949672982,rest
3538,26,https://www.overstock.com/Books-Movies-Music-Games/Onechanbara-Bikini-Samurai-Squad-Complete-DVD/10058376/product.html?refccid=X6LIGVIRZPWKKESP56WHATKY7I&searchidx=59,"""Rating=Unrated;Format=DVD;Dimensions=5.5"""" x 0.5"""" x 7.75"""" WxHxD;Weight=0.24 lbs;Studio=Tokyo Shock/Allegro Video;Country of Origin=United States;Genre=Action/Adventure/Foreign Video - Japanese""",books & media > movies > foreign,42949672983,videos
3541,,,,beauty > personal care > deodorants & antiperspirant,42949672986,rest
3542,,,,video games > wii u > accessories > batteries & chargers > chargers,42949672987,rest
3547,,,,best buy > cameras & camcorders > camcorder accessories > microphones,42949672992,rest
3548,,,,target > clothing > women's clothing > outerwear,42949672993,rest
3549,,,,target > clothing > women's clothing > swimsuits > mix & match swimwear > mossimo swim mix & match,42949672994,rest
3550,24,https://www.amazon.com/dp/B0041KKYHE?psc=1,"Format=Multiple Formats, AC-3, Color, Dolby, Dubbed, NTSC, Subtitled, Widescreen;Run Time=121 minutes;Number of discs=1;Subtitles=English, Spanish;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;edition=DVD;Dubbed=French, Spanish;Aspect Ratio=2.35;DVD Release Date=November 1, 2011;Language=English Dolby Digital 5.1 , French Dolby Digital 2.0 Surround , Spanish Dolby Digital 2.0 Surround;Average Customer Review=4.3 out of 5 stars See all reviews 980 customer reviews;Studio=Fox;ASIN=B0041KKYHE;Amazon Best Sellers Rank=#3,821 in Movies & TV See Top 100 in Movies & TV #311 in Movies & TV > DVD > Romance #416 in Video Games > PC Games #1031 in Movies & TV > DVD > Drama;Actors=Robert Pattinson, Reese Witherspoon;Directors=Francis Lawrence;Rated=PG-13 Parents Strongly Cautioned",movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > romance > movies & tv > movies > video games > pc,42949672995,videos
3551,,,,best buy > home > furniture & decor > home theater furniture > home theater seating,42949672996,rest
3553,24,https://www.amazon.com/dp/B000LC3IK6?psc=1,"Format=Multiple Formats, Closed-captioned, Color, Full Screen, NTSC;Run Time=180 minutes;Number of discs=1;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;DVD Release Date=August 21, 2007;Language=English, Spanish;Average Customer Review=3.6 out of 5 stars See all reviews 143 customer reviews;Studio=World Wrestling;ASIN=B000LC3IK6;Amazon Best Sellers Rank=#73,935 in Movies & TV See Top 100 in Movies & TV #2129 in Movies & TV > DVD > Sports;Actors=John Cena, Bobby Lashley, Randy Orton, Carlito;Rated=NR Not Rated",movies & tv > genre for featured categories > sports > movies & tv > movies,42949672998,videos
3555,,,,target > home > kids' home > kids' dÌ©cor > kids' curtains & blinds,42949673000,rest
3556,,,,target > electronics > headphones,42949673001,rest
3558,,,,industrial & scientific > material handling products > hvac equipment,42949673003,rest
3560,,,,tools & home improvement > electrical > recessed lighting > trim,42949673005,rest
3561,24,http://www.amazon.com/dp/B01MTVWT0J?psc=1#Kindle,"author=Real Estate Exam Professionals Ltd.Fun Science Group;X-Ray=Not Enabled;edition=Kindle;Enhanced Typesetting=Enabled;Word Wise=Enabled;Language=English;Publication Date=December 1, 2016;Sold by=Amazon Digital Services LLC;Print Length=512 pages;Screen Reader=Supported;Text-to-Speech=Enabled;File Size=1298 KB;Lending=Enabled;ASIN=B01MTVWT0J;Publisher=Fun Science Group December 1, 2016;Amazon Best Sellers Rank=#1,235,001 Paid in Kindle Store See Top 100 Paid in Kindle Store #214 in Kindle Store > Kindle eBooks > Law > Practical Guides > Real Estate #664 in Books > Business & Money > Real Estate > Law #742 in Kindle Store > Kindle eBooks > Education & Teaching > Test Preparation > Testing",kindle store > kindle ebooks > law > practical guides > real estate,42949673006,books
3565,,,,clothing & shoes > shoes > women's shoes > sandals,42949673010,rest
3566,,,,home goods > furniture store > bedroom furniture > headboards,42949673011,rest
3567,,,, online shopping  >  main street revolution  >  jewelry & watches  >  jewelry  >  bracelets ,42949673012,rest
3569,,,,home goods > housewares > vacuums & floor care > floor care accessories,42949673014,rest
3570,,,, home improvement  >  hardware  >  home hardware  >  door hardware & accessories  >  decorative door hardware ,42949673015,rest
3573,,,,clothing shoes & jewelry > women > handbags & wallets > evening bags,42949673018,rest
3574,,,,home > bedding > pillow cases,42949673019,rest
3575,,,,jewelry & watch store > jewelry store > necklaces > cubic zirconia necklaces,42949673020,rest
3579,,,, clothing & shoes  >  women's clothing  >  dresses  >  evening & formal dresses ,42949673024,rest
3580,,,,target > clothing > women's clothing > plus size clothing > plus size swimsuits,42949673025,rest
3581,,,,clothing & shoe store > shoes > women's shoes > flats,42949673026,rest
3586,,,,automotive > replacement parts > fuel system > carburetors & parts > gaskets,42949673031,rest
3595,,,,toys & games > learning & education > science > telescopes,42949673040,rest
3597,,,,sports & outdoors > exercise & fitness > exercise & fitness accessories > exercise putty,42949673042,rest
3599,,,,best buy > cameras & camcorders > digital camera accessories > camera batteries & power > camera batteries,42949673044,rest
3600,,,,household essentials > paper & plastic > trash bags,42949673045,rest
3605,,,,entertainment-collectibles,42949673050,books
3606,,,,best buy > computers & tablets > desktop & all-in-one computers > refurbished desktops,42949673051,rest
3607,,,,clothing & shoe store > accessories > wallets > women's wallets,42949673052,rest
3608,,,,beauty > bath & body > body wash & cleansers > bath & body > bath & body > body cleansers,42949673053,rest
3609,,,,automotive > replacement parts > shocks struts & suspension > control arms & parts > bushing kits,42949673054,rest
3612,24,https://www.amazon.com/dp/B004NBA1LA?psc=1,"Original Release Date=February 9, 2011;Duration=6;Genres=Christian;Copyright=2011 CRL Records;Average Customer Review=Be the first to review this item;Label=CRL Records;Release Date=February 9, 2011;ASIN=B004NBA1LA;Amazon Best Sellers Rank=#1,790,505 Paid in Songs See Top 100 Paid in Songs #149804 in Digital Music > Songs > Christian",digital music > songs > christian,42949673057,music
3614,,,,target > clearance > clothing & accessories clearance > baby boys' clothing clearance,42949673059,rest
3616,22,http://www.target.com/p/the-language-of-flowers-unabridged-compact-disc/-/A-13516012,"Store Item Number (DPCI)=248-67-4253;Origin=Made in the USA or Imported;UPC=9780307878939;Edition=Unabridged;Language=english;TCIN=13516012;Genre=Fiction + Literature Genres, Fiction + Literature Themes;Sub-Genre=Human Qualities + Behavior, Conflicts + Dualities, Family + Friendship, General, Types of Characters, Literary Genres + Types of Novels, Psychology;Book format=audioCD","target > movies, music & books > books > audio books",42949673061,books
3617,,,,clothing & shoe store > shoes > girls' shoes > sandals,42949673062,rest
3618,,,,"grocery & gourmet food > beverages > coffee, tea & cocoa",42949673063,rest
3619,,,,sports & outdoors > fan shop > jewelry & watches > clothing shoes & jewelry > men > watches > wrist watches,42949673064,rest
3620,,,,office products > office & school supplies > education & crafts > teaching materials > professional development resources,42949673065,rest
3621,23,https://www.walmart.com/ip/Malice-In-Wonderland-Bonus-Tracks-Rmst-Dig/29517196,Performer=Nazareth;1.=Track Listing Not Available At This Time;Release Date=08/10/2010,music on cd or vinyl > rock music on cd or vinyl > classic rock music on cd or vinyl,42949673066,music
3622,,,,target > pets > dog supplies > beds,42949673067,rest
3624,,,,best buy > audio > bluetooth & wireless speakers > in-home speakers,42949673069,rest
3627,24,http://www.amazon.com/dp/0769230466?psc=1,"ISBN-13=978-0769230467;Product Dimensions=8.6 x 0.5 x 0.5 inches;Language=English;Average Customer Review=Be the first to review this item;ISBN-10=0769230466;Shipping Weight=8.8 ounces View shipping rates and policies;Publisher=Alfred Music December 29, 1997;Mass Market Paperback=84 pages",books > arts & photography > music,42949673072,books
3628,,,,home & kitchen > kitchen & dining > cookware > pressure cookers,42949673073,rest
3629,23,http://www.walmart.com/ip/29014990,"Screen Format=Widescreen;Rating=PG-13;Format=DVD;Starring=Harrison Ford, Anne Archer, Willem Dafoe, James Earl Jones, Henry Czerny, Joaquim De Almeida;Audio Tracks=AC, Dolby Digital 5.1;Language=English;Studio Name=Paramount Home Entertainment;Run Time (in minutes)=141 minutes",movies & tv > movies > action & adventure > action thrillers,42949673074,videos
3630,24,https://www.amazon.com/dp/0062360272?psc=1,"author=Visit Amazon's C. J. Redwine Pagesearch resultsLearn about Author CentralC. J. Redwine;Series=Ravenspire Book 2;edition=Hardcover;ISBN-13=978-0062360274;Product Dimensions=5.5 x 1.3 x 8.2 inches;Language=English;Average Customer Review=4.7 out of 5 stars 45 customer reviews;ISBN-10=0062360272;Hardcover=432 pages;Shipping Weight=1 pounds View shipping rates and policies;Publisher=Balzer + Bray February 14, 2017;Amazon Best Sellers Rank=#98,045 in Books See Top 100 in Books #177 in Books > Teens > Science Fiction & Fantasy > Fantasy > Fairy Tales & Folklore > Adaptations #191 in Books > Teens > Science Fiction & Fantasy > Fantasy > Epic #498 in Books > Teens > Science Fiction & Fantasy > Fantasy > Sword & Sorcery",books > teens > science fiction & fantasy > fantasy > fairy tales & folklore > adaptations,42949673075,books
3631,,,, online shopping  >  jewelry & watches  >  jewelry  >  rings  >  moissanite rings  >  annello ,42949673076,rest
3632,,,,target > toys > arts & crafts > painting,42949673077,rest
3633,,,,best buy > cell phones > cell phone accessories > adapters cables & chargers > cell phone docks,42949673078,rest
3638,,,,party & occasions > crafts > sewing > notions,42949673083,rest
3643,,,, home & garden  >  furniture  >  living room furniture  >  sofas & loveseats ,42949673088,rest
3646,,,,electronics > computers & accessories > computer accessories & peripherals > keyboards mice & accessories > mice,42949673091,rest
3647,,,,jewelry & watch store > jewelry store > charms & pins > more charms,42949673092,rest
3651,,,, patio & garden  >  gardening & lawn care  >  gardening  >  pots & planters  >  garden planters ,42949673096,rest
3652,,,,home & kitchen > bedding > decorative pillows inserts & covers > pillow covers,42949673097,rest
3654,,,,pets > dogs > dog treats & chews,42949673099,rest
3656,,,,health & household > vision care > eye drops lubricants & washes,42949673101,rest
3658,,,, target  >  clothing  >  baby & toddler boys' clothing  >  outfits ,42949673103,rest
3659,,,, online shopping  >  jewelry & watches  >  jewelry  >  estate & vintage jewelry  >  estate and vintage rings ,42949673104,rest
3660,,,,clothing shoes & jewelry > men > clothing > shirts > casual button-down shirts,42949673105,rest
3661,,,, online shopping  >  jewelry & watches  >  jewelry  >  sterling silver jewelry  >  earrings  >  crystal glass & bead earrings ,42949673106,rest
3664,,,,home improvement > tools > hand tools > prybars & crowbars > tools > tools > hand tools,42949673109,rest
3665,,,,clothing shoes & jewelry > men > shoes > oxfords,42949673110,rest
3666,24,http://www.amazon.com/dp/B005EP2AYK?psc=1,"Product Dimensions=8 x 0.9 x 9.5 inches;Language=English;Average Customer Review=4.6 out of 5 stars See all reviews 5 customer reviews;ISBN-10=0756671493;Hardcover=256 pages;ASIN=B005EP2AYK;Shipping Weight=2.1 pounds;Publisher=DK Publishing; 1 edition December 20, 2010;Amazon Best Sellers Rank=#2,329,494 in Books See Top 100 in Books #385 in Books > Health, Fitness & Dieting > Exercise & Fitness > Pilates #29436 in Books > Deals in Books",books > health fitness & dieting > exercise & fitness > pilates,42949673111,books
3668,24,http://www.amazon.com/dp/B01AF0L0KS?psc=1,"author=Peter Ghavami;X-Ray=Not Enabled;Page Numbers Source ISBN=1519559720;edition=Kindle eBook;Enhanced Typesetting=Enabled;Word Wise=Enabled;Language=English;Publication Date=January 9, 2016;Sold by=Amazon Digital Services LLC;Print Length=204 pages;Text-to-Speech=Enabled;File Size=2379 KB;Lending=Enabled;ASIN=B01AF0L0KS;Amazon Best Sellers Rank=#206,211 Paid in Kindle Store See Top 100 Paid in Kindle Store #70 in Kindle Store > Kindle eBooks > Business & Money > Industries > Information Management #125 in Books > Computers & Technology > Databases & Big Data > Data Modeling & Design #280 in Books > Business & Money > Management & Leadership > Information Management",kindle store > kindle ebooks > business & money > industries > information management,42949673113,books
3671,,,,target > clothing > girls' clothing > girls' (4-18) > bottoms,42949673116,rest
3672,,,,"home goods > furniture store > living room furniture > sofas, couches & loveseats",42949673117,rest
